id,player_id,team_id,team_abbr,first_name,last_name,position,archetype,age,year,height,overall,shooting2,shooting3,finishing,free_throw,ballwork,rebounding,interior_defense,perimeter_defense,potential_grade,pro_potential_grade,stamina,playtime_expectations,personality,free_agency,recruiting_bias,work_ethic,academic_bias,college_id,college,draft_pick_id,draft_pick,drafted_team_id,drafted_team_abbr,prime_age,is_free_agent,is_nba,is_g_league,is_two_way,is_waived,is_on_trade_block,is_first_team_anba,is_dpoy,is_mvp,is_international,is_super_max_qualified,max_requested,is_retiring,inside_proportion,mid_range_proportion,three_point_proportion,minutes,position_one,position_two,position_three,p1_minutes,p2_minutes,p3_minutes,state,country,potential,spec_shooting2,spec_shooting3,spec_finishing,spec_free_throw,spec_ballwork,spec_rebounding,spec_interior_defense,spec_perimeter_defense,spec_count,drafted_round,previous_team_id,previous_team,is_accepting_offers,is_negotiating,minimum_value,signing_round,negotiation_round,recruiting_bias_value,has_progressed,rejections,discipline,injury_rating,is_injured,injury_name,injury_type,weeks_of_recovery,injury_reserve,relative_id,notes,relative_type,created_at,updated_at,deleted_at,stars,defense,is_int_generated,is_int_declared
4268,4268,0,FA,Joseph,Hieger,PG,,24,1,7-1,32,8,8,3,12,7,7,3,10,C+,45,40,0,Average,Adversarial,Average,Average,Average,230,UTU,0,0,0,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"New York",USA,25,1,1,0,0,1,0,0,0,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:12.195","2026-02-15 19:14:47.786",NULL,1,0,0,0
4269,4269,0,FA,Matthew,Wyse,C,,24,1,7-0,51,12,12,6,12,6,16,12,10,A+,78,40,0,Irrational,"Drafted team discount",Average,"Film Room Genius","Never Studies",230,UTU,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Oklahoma,USA,59,1,0,1,1,1,1,1,0,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:12.641","2026-02-15 19:14:48.105",NULL,1,0,0,0
4270,4270,0,FA,John,Nicita,SF,,24,1,7-1,45,6,8,15,7,6,10,11,4,C,43,46,0,Average,"Hometown hero",Open-Minded,Average,Average,230,UTU,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"West Virginia",USA,27,0,0,1,0,0,0,0,0,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:13.101","2026-02-15 19:14:48.418",NULL,1,0,0,0
4277,4277,0,FA,Steven,Boehmer,SF,,25,2,7-1,42,8,8,10,9,7,15,3,1,C,41,34,8,Average,Average,"Prefers to play in a different state","Working-Class mentality",Average,231,UVU,0,0,0,,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Canada,24,1,1,0,0,0,1,0,0,0,0,0,,1,0,1.6,5,4,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:14.802","2026-02-15 19:14:48.729",NULL,1,0,0,0
4278,4278,0,FA,Richard,Comstock,SF,,25,2,6-9,43,13,3,11,13,7,9,7,8,A,71,46,5,Reliable,"Championship seeking",Average,Average,Average,231,UVU,0,0,0,,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"American Samoa",USA,16,1,0,0,1,1,0,1,1,0,0,0,,1,0,1.6,7,6,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:15.253","2026-02-15 19:14:49.044",NULL,2,0,0,0
4279,4279,0,FA,Jeffrey,Gilham,SG,,25,2,6-9,23,6,2,2,1,6,9,1,5,A+,85,35,0,Average,Average,Open-Minded,Average,Average,231,UVU,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Serbia,41,0,0,0,0,0,0,0,0,0,0,0,,1,0,1.6,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:15.695","2026-02-15 19:14:49.361",NULL,1,0,0,0
4280,4280,0,FA,James,Watts,PF,,24,1,7-1,40,9,6,15,5,6,4,10,8,C+,55,42,0,Average,"Hates Tags",Average,"Working-Class mentality",Average,231,UVU,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Georgia,USA,41,1,0,1,0,0,0,1,0,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:13.555","2026-02-15 19:14:49.672",NULL,1,0,0,0
4281,4281,0,FA,Kevin,Nelson,SG,,24,1,7-1,49,1,7,9,4,9,13,17,12,A-,76,48,0,Average,"Drafted team discount",Average,Average,"Skips classes often",231,UVU,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"New York",USA,21,0,1,0,0,0,1,1,0,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:14.002","2026-02-15 19:14:49.972",NULL,2,0,0,0
4282,4282,0,FA,Rick,Monroy,SF,,24,1,7-1,44,4,6,3,12,12,16,5,8,D+,20,44,0,Average,Average,Average,Lazy,Average,231,UVU,0,0,0,,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Michigan,USA,27,0,1,0,1,1,1,0,0,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:14.465","2026-02-15 19:14:50.288",NULL,1,0,0,0
4289,4289,0,FA,Daniel,Loan,SF,,25,2,6-9,27,4,0,3,8,4,7,8,10,C-,36,39,7,Uncooperative,"Hates Cleveland","Prefers to play for a national championship contender",Average,Average,232,AMER,0,0,0,,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Michigan,USA,25,0,0,0,0,0,0,0,0,0,0,0,,1,0,1.6,5,4,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:16.131","2026-02-15 19:14:50.599",NULL,1,0,0,0
4290,4290,0,FA,Joseph,Mcgoldrick,PF,,25,2,7-1,34,5,5,9,8,4,4,12,10,F,5,34,6,Average,Average,Average,Average,"Wants to finish degree",232,AMER,0,0,0,,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Alabama,USA,3,0,0,0,0,1,0,1,1,0,0,0,,1,0,1.6,6,5,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:16.575","2026-02-15 19:14:50.919",NULL,2,0,0,0
4291,4291,0,FA,Peter,Rucker,PF,,25,2,6-10,38,5,20,7,11,2,10,3,11,B,60,38,1,Outgoing,Average,"Prefers to play for a team where he can start immediately",Average,Average,232,AMER,0,0,0,,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Tennessee,USA,21,0,1,0,0,0,0,0,0,0,0,0,,1,0,1.6,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:17.023","2026-02-15 19:14:51.232",NULL,1,0,0,0
4292,4292,0,FA,Larry,Covert,PG,,24,1,7-1,25,6,5,6,4,6,2,1,12,C+,44,39,0,Average,"Highest bidder",Average,"Track Athlete",Average,232,AMER,0,0,0,,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,France,52,0,0,0,0,0,0,0,1,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:14.926","2026-02-15 19:14:51.538",NULL,1,0,0,0
4293,4293,0,FA,Kenneth,Buckler,PG,,24,1,6-10,35,10,10,1,3,9,10,7,10,C,39,47,0,Motivation,"Will eventually play for LeBron","Prefers to be close to home",Average,Average,232,AMER,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Romania,27,1,1,0,0,0,0,1,1,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:15.379","2026-02-15 19:14:51.848",NULL,1,0,0,0
4294,4294,0,FA,Christopher,Stanger,PF,,24,1,6-9,29,13,8,10,5,2,3,9,3,B-,55,37,0,Average,Average,Legacy,Average,"Loves Learning",232,AMER,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Bulgaria,20,1,1,1,0,0,0,0,1,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:15.849","2026-02-15 19:14:52.168",NULL,1,0,0,0
4301,4301,0,FA,Darren,Brigman,SF,,25,2,7-1,37,5,11,8,4,10,8,10,1,A,74,35,2,Average,Average,Average,Average,Average,233,BU,0,0,0,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Minnesota,USA,19,1,0,1,0,1,0,1,0,0,0,0,,1,0,1.6,6,5,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:17.477","2026-02-15 19:14:52.480",NULL,1,0,0,0
4302,4302,0,FA,Glenn,Corradini,C,,25,2,7-1,51,2,12,12,13,14,7,11,8,C+,41,45,1,Impatient,Average,Average,Lazy,Average,233,BU,0,0,0,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Hawaii,USA,33,0,1,1,0,1,0,0,1,0,0,0,,1,0,1.6,6,5,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:17.926","2026-02-15 19:14:52.792",NULL,1,0,0,0
4303,4303,0,FA,Joseph,Vanfossen,PF,,25,2,7-0,31,11,8,3,7,13,2,5,6,C,29,36,8,Average,Market-driven,Average,Average,Average,233,BU,0,0,0,,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"New York",USA,20,0,0,0,1,1,0,0,0,0,0,0,,1,0,1.6,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:18.371","2026-02-15 19:14:53.102",NULL,1,0,0,0
4304,4304,0,FA,Narinder,Lee,PG,,24,1,7-0,40,11,9,6,12,15,4,7,3,C+,53,44,0,Reliable,Average,Average,"Working-Class mentality","Sits at the back of the class",233,BU,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Oklahoma,USA,21,1,0,0,0,1,0,0,0,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:16.303","2026-02-15 19:14:53.408",NULL,1,0,0,0
4305,4305,0,FA,Albert,Talreja,C,,24,1,6-9,32,11,12,4,4,6,7,7,6,D,24,44,0,Average,Average,Average,Average,Average,233,BU,0,0,0,,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"New Hampshire",USA,13,1,1,0,0,0,0,1,0,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:16.750","2026-02-15 19:14:53.729",NULL,1,0,0,0
4306,4306,0,FA,Alan,Justman,SF,,24,1,6-9,52,13,8,11,7,17,11,4,4,C,42,48,0,"Absent Minded",Loyal,Average,"Working-Class mentality",Average,233,BU,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Bulgaria,43,1,0,1,0,1,0,0,0,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:17.195","2026-02-15 19:14:54.047",NULL,1,0,0,0
4313,4313,0,FA,Joe,Solano,SF,,25,2,6-11,44,8,9,3,3,15,15,2,8,C+,48,47,0,Average,Average,Average,"Streams too much",Average,234,BUCK,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Utah,USA,21,0,0,0,0,1,1,0,0,0,0,0,,1,0,1.6,6,5,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:18.821","2026-02-15 19:14:54.364",NULL,1,0,0,0
4314,4314,0,FA,Alan,Wheeler,SG,,25,2,7-1,49,16,8,13,10,5,9,16,6,C+,49,41,0,Cooperative,Average,Average,"Gym Rat","Studies hard",234,BUCK,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"District of Columbia",USA,23,1,0,1,0,0,0,1,0,0,0,0,,1,0,1.6,7,6,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:19.266","2026-02-15 19:14:54.676",NULL,2,0,0,0
4315,4315,0,FA,Anthony,Lindholm,SF,,25,2,7-0,38,7,10,4,5,5,15,7,8,B-,45,46,9,Impatient,Adversarial,Average,"Footwork king",Average,234,BUCK,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Guam,USA,31,0,0,0,0,0,1,1,1,0,0,0,,1,0,1.6,5,4,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:19.706","2026-02-15 19:14:54.991",NULL,1,0,0,0
4316,4316,0,FA,Scott,Polk,PG,,24,1,6-9,28,10,8,7,11,5,3,1,7,C+,43,40,0,Average,Average,Average,Lazy,Average,234,BUCK,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Colorado,USA,50,0,0,0,0,0,0,0,0,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:17.655","2026-02-15 19:14:55.308",NULL,1,0,0,0
4317,4317,0,FA,Weiping,Flores,SF,,24,1,6-11,33,10,8,4,8,10,6,8,3,C-,39,40,0,Flamboyant,"Money motivated","Prefers to be close to home",Average,"Has other priorities",234,BUCK,0,0,0,,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Washington,USA,33,1,0,0,1,0,1,0,0,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:18.085","2026-02-15 19:14:55.608",NULL,1,0,0,0
4318,4318,0,FA,Eduardo,Hernandez,PG,,24,1,7-0,34,8,11,4,11,9,7,5,3,C,47,31,0,Average,Average,Average,Average,"Never Studies",234,BUCK,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Nicaragua,23,0,0,0,0,0,0,0,0,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:18.553","2026-02-15 19:14:55.928",NULL,1,0,0,0
4325,4325,0,FA,Antonio,Ponce,C,,25,2,7-1,47,10,12,2,13,15,5,6,22,F,1,46,6,Average,"Money motivated",Average,Average,"Has other priorities",235,COLG,0,0,0,,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Uruguay,52,0,0,0,1,1,0,1,1,0,0,0,,1,0,1.6,6,5,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:20.156","2026-02-15 19:14:56.238",NULL,1,0,0,0
4326,4326,0,FA,John,Peng,PG,,25,2,7-1,33,9,8,11,2,7,4,1,9,B,55,38,1,Average,Average,Average,"Focuses on Max Weight",Average,235,COLG,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Wisconsin,USA,26,0,0,0,0,0,0,0,1,0,0,0,,1,0,1.6,7,6,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:20.595","2026-02-15 19:14:56.544",NULL,1,0,0,0
4327,4327,0,FA,Binh,Leon,PF,,25,2,7-0,45,11,4,14,11,14,6,4,2,C+,43,45,0,Average,Average,Average,Average,Average,235,COLG,0,0,0,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Wisconsin,USA,18,0,0,1,0,1,1,0,0,0,0,0,,1,0,1.6,5,4,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:21.035","2026-02-15 19:14:56.845",NULL,1,0,0,0
4328,4328,0,FA,William,Manning,SF,,24,1,6-11,44,11,15,10,10,6,7,8,10,B-,46,41,0,Average,Adversarial,Average,"Track Athlete",Average,235,COLG,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Nevada,USA,19,0,1,0,0,0,0,0,0,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:19.009","2026-02-15 19:14:57.162",NULL,2,0,0,0
4329,4329,0,FA,Kevin,Mclaughlin,C,,24,1,7-0,37,6,8,6,15,11,4,3,12,C+,55,46,0,"Book Worm","Championship seeking",Average,"Footwork king","Wants to finish degree",235,COLG,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Liberia,20,0,0,1,1,0,0,0,1,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:19.462","2026-02-15 19:14:57.545",NULL,1,0,0,0
4330,4330,0,FA,Fang,Peng,C,,24,1,7-0,32,17,4,9,7,7,3,5,4,D-,3,41,0,Flamboyant,Average,"Prefers to play for a specific coach",Average,Average,235,COLG,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Delaware,USA,35,1,1,1,0,1,1,1,1,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:19.916","2026-02-15 19:14:57.861",NULL,1,0,0,0
4337,4337,0,FA,Michael,Garrison,SF,,25,2,7-1,44,9,7,8,11,3,12,13,12,C+,47,45,7,Average,Average,Average,Average,"Frequent visits to the principal",236,HC,0,0,0,,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Nevada,USA,63,0,0,1,1,0,0,0,0,0,0,0,,1,0,1.6,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:21.481","2026-02-15 19:14:58.169",NULL,1,0,0,0
4338,4338,0,FA,Luis,Garduno,SF,,25,2,7-1,44,6,8,7,10,14,6,6,12,D-,21,35,0,Average,Average,Average,Average,Average,236,HC,0,0,0,,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Delaware,USA,14,0,0,0,0,1,0,0,1,0,0,0,,1,0,1.6,5,4,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:21.926","2026-02-15 19:14:58.475",NULL,1,0,0,0
4339,4339,0,FA,Rakesh,Solis,SF,,25,2,7-1,28,8,7,10,6,2,5,-1,9,A+,99,35,7,Disloyal,Average,Average,Average,Average,236,HC,0,0,0,,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"New Jersey",USA,11,1,1,0,0,0,0,1,1,0,0,0,,1,0,1.6,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:22.376","2026-02-15 19:14:58.786",NULL,1,0,0,0
4340,4340,0,FA,Ismael,Hale,PF,,24,1,7-1,47,7,3,10,12,9,8,14,13,A,75,47,0,Average,Average,Average,Average,Average,236,HC,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Hawaii,USA,23,0,0,0,0,1,0,1,1,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:20.371","2026-02-15 19:14:59.114",NULL,2,0,0,0
4341,4341,0,FA,Francisco,Carson,C,,24,1,7-0,30,6,15,6,7,8,1,10,3,A+,78,38,0,Popular,"Championship seeking","Prefers to play in a different state",Average,Average,236,HC,0,0,0,,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,"French Guiana",24,1,1,0,0,1,0,0,0,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:20.818","2026-02-15 19:14:59.438",NULL,1,0,0,0
4342,4342,0,FA,Clarence,Shah,PF,,24,1,7-0,46,2,9,10,10,11,11,2,13,C,39,31,0,Average,Adversarial,Average,Average,Average,236,HC,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"South Carolina",USA,14,0,0,1,0,1,1,0,1,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:21.262","2026-02-15 19:14:59.757",NULL,2,0,0,0
4349,4349,0,FA,Kent,Walters,PF,,25,2,6-9,46,9,10,2,11,13,10,5,18,C+,49,40,6,Average,Average,Average,"Skips Leg Day",Average,237,LAF,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Minnesota,USA,46,0,0,0,0,0,1,0,1,0,0,0,,1,0,1.6,5,4,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:22.825","2026-02-15 19:15:00.071",NULL,1,0,0,0
4350,4350,0,FA,Marcus,Kennerson,PG,,25,2,7-0,27,14,4,5,6,8,2,3,5,C+,51,47,3,Focused,Average,"Prefers to be close to home",Average,"Sits at the front of the class",237,LAF,0,0,0,,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,"South Africa",19,1,1,1,1,0,0,0,1,0,0,0,,1,0,1.6,6,5,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:23.333","2026-02-15 19:15:00.373",NULL,1,0,0,0
4351,4351,0,FA,Alvin,Bumgarner,PG,,25,2,7-1,30,8,7,5,6,7,5,2,10,C-,27,40,5,Average,"Drafted team discount",Average,Average,Average,237,LAF,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Belgium,24,0,1,0,1,1,1,0,0,0,0,0,,1,0,1.6,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:23.779","2026-02-15 19:15:00.684",NULL,1,0,0,0
4352,4352,0,FA,Hee,Nguyen,SF,,24,1,7-0,28,1,2,9,4,4,8,5,5,C,41,36,0,Average,Average,"Prefers to play for a team where he can start immediately",Persistant,Studious,237,LAF,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Maine,USA,10,0,1,0,0,1,1,1,0,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:21.703","2026-02-15 19:15:00.996",NULL,1,0,0,0
4353,4353,0,FA,Ruben,Moreno,C,,24,1,7-1,44,6,13,7,11,15,3,5,13,A-,58,36,0,Relaxed,Average,Legacy,"Skips Leg Day",Average,237,LAF,0,0,0,,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"American Samoa",USA,18,0,1,0,0,1,0,0,1,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:22.160","2026-02-15 19:15:01.314",NULL,2,0,0,0
4354,4354,0,FA,Joe,Dyk,PG,,24,1,6-10,43,10,7,5,1,12,10,10,11,C+,51,40,0,Stoic,Average,"Prefers to play in a different state",Average,"Skips classes often",237,LAF,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Greece,20,0,0,0,0,1,1,0,0,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:22.613","2026-02-15 19:15:01.638",NULL,1,0,0,0
4361,4361,0,FA,Bradly,Gingerich,SF,,25,2,7-0,33,4,6,9,3,8,5,5,10,C+,41,31,4,Average,"Wants extensions",Average,"Skips Leg Day",Average,238,LEH,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Mississippi,USA,6,0,1,0,1,0,0,1,0,0,0,0,,1,0,1.6,7,6,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:24.225","2026-02-15 19:15:01.964",NULL,1,0,0,0
4362,4362,0,FA,Larry,Stewart,SG,,25,2,7-0,36,4,12,3,4,7,11,3,15,A-,76,38,8,Average,"Will eventually play for LeBron",Average,Average,"Has other priorities",238,LEH,0,0,0,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Pennsylvania,USA,21,0,1,0,0,0,0,0,1,0,0,0,,1,0,1.6,7,6,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:24.676","2026-02-15 19:15:02.280",NULL,1,0,0,0
4363,4363,0,FA,Sean,Albers,SF,,25,2,7-0,45,5,7,13,12,11,3,7,14,C,49,39,8,Focused,Average,"Prefers to play for a team where he can start immediately",Average,Average,238,LEH,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Texas,USA,32,1,1,1,1,0,0,1,1,0,0,0,,1,0,1.6,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:25.126","2026-02-15 19:15:02.595",NULL,1,0,0,0
4364,4364,0,FA,John,Carroll,SG,,24,1,6-10,52,8,6,11,11,11,16,4,8,B+,54,33,0,Average,Average,Open-Minded,Loud,Average,238,LEH,0,0,0,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Nebraska,USA,17,0,0,0,0,0,1,0,0,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:23.058","2026-02-15 19:15:02.906",NULL,2,0,0,0
4365,4365,0,FA,Kambiz,Rempe,SG,,24,1,6-9,22,8,4,5,12,2,4,3,3,C,46,35,0,Average,Average,"Prefers to play for a team with a rich history",Average,Average,238,LEH,0,0,0,,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Delaware,USA,23,0,0,1,1,0,0,0,0,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:23.505","2026-02-15 19:15:03.230",NULL,1,0,0,0
4366,4366,0,FA,Timothy,Gleason,PG,,24,1,6-11,44,12,15,10,4,5,9,8,12,C+,51,32,0,Perfectionist,Average,Average,Average,"Skips classes often",238,LEH,0,0,0,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Canada,56,1,1,0,0,0,1,1,1,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:33:23.952","2026-02-15 19:15:03.554",NULL,1,0,0,0
4373,4373,0,FA,Dennis,Ludwig,PG,,25,2,6-9,31,7,10,9,3,4,2,11,9,A,87,34,5,Average,Average,Average,"Skips Leg Day",Average,239,L-MD,0,0,0,,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Belgium,26,1,1,1,0,0,1,0,0,0,0,0,,1,0,1.6,5,4,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:25.575","2026-02-15 19:15:03.874",NULL,1,0,0,0
4374,4374,0,FA,Cristian,Rewolinski,SG,,25,2,6-9,51,4,21,7,6,8,17,13,6,C+,55,41,5,Average,Average,Open-Minded,"Footwork king",Average,239,L-MD,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Argentina,62,0,1,0,0,0,1,1,0,0,0,0,,1,0,1.6,5,4,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:57:26.021","2026-02-15 19:15:04.193",NULL,1,0,0,0
